,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
40981,es_0640875,product_es_0487108,reviewer_es_0273423,2,A veces se te bajan al andar y la resulta es una ampolla chachi. El precio sin embargo esta bien,50/50,es,apparel
16571,es_0943159,product_es_0897818,reviewer_es_0081659,1,"Este sujetador no sujeta nada, se cae nada más ponerlo, no hace la función de sujetar precisamente. No lo recomiendo para nada.",Un horror,es,apparel
132222,es_0254036,product_es_0117723,reviewer_es_0207045,4,"El tejido es como el de una media tupida, pensaba que sería más tejido de malla de algodón. Pero igualmente me sirve para estar por casa y para hacer yoga.",util para casa,es,apparel
142738,es_0597885,product_es_0935307,reviewer_es_0596542,4,"El abrigo es cojonudo pero da mucha talla, yo me compré una M y parecía XL, lo tuve que devolver.",Muy grande,es,apparel
168064,es_0803959,product_es_0118119,reviewer_es_0069636,5,Fue para un regalo así que solo puedo confirmar que le encantó. Los colores y el tacto perfectos.,Muy bonito.,es,apparel
20876,es_0369503,product_es_0139070,reviewer_es_0518543,1,"No llega hasta el suelo, yo mido 1.68 y pedí una talla m",Corto,es,apparel
16168,es_0682687,product_es_0385039,reviewer_es_0170178,1,"La calidad de la goma elástica es muy mala, en apenas un par de meses se ensancha y se vuelven inservibles. No los recomiendo.",Muy mala calidad en la goma elástica,es,apparel
43878,es_0735775,product_es_0009758,reviewer_es_0921194,2,No me llegó el paquete. Pero me devolvieron el dinero al momento.,Buen servicio,es,apparel
109640,es_0206480,product_es_0830443,reviewer_es_0705668,3,Los calcetines están bastante bien.,Calidad precio están bien,es,apparel
62450,es_0226838,product_es_0964856,reviewer_es_0249401,2,"Calidad buena pero precio muy caro para dos baberos que me llegaron,el diseño es bonito pero no merece la pena . No lo recomiendo",Solo llegaron dos baberos de 4 que dice traer,es,apparel
47549,es_0492556,product_es_0369912,reviewer_es_0718107,2,No se corresponde con las medidas. Es enorme.,Talla grande,es,apparel
109352,es_0745936,product_es_0992262,reviewer_es_0685749,3,Gafas de calidad media ... Ni buenas ni malas,Mediocres,es,apparel
68780,es_0618651,product_es_0802596,reviewer_es_0703717,2,Bonita sombrilla pero algo pequeña . El mango se queda muy corto y tenemos que levantar mucho el brazo para taparnos con el . So lo haría un poco mas grande y el mango mas largo. tal y como viene parece que es para muñecas.,SOMBRILLA BONITA PERO PEQUEÑA,es,apparel
197834,es_0005930,product_es_0406904,reviewer_es_0187651,5,Es muy chula y parece piel. Queda ideal con cualquier abrigo,Efecto piel,es,apparel
104708,es_0950225,product_es_0956626,reviewer_es_0269271,3,gorra llega en perfecto estado...igual que la que anuncian...pero viene para gente con cabezas bastante grandes...aunque se puede regular se arruga un poco por detras...pero muy bonita,bonita pero algo grande..,es,apparel
33703,es_0807914,product_es_0124082,reviewer_es_0176107,1,"Aunque era mi talla me quedaba muy justo por arriba y el largo no me acababa de gustar, así que lo devolví",No me acaba de gustar del todo,es,apparel
24580,es_0006897,product_es_0568743,reviewer_es_0019840,1,Pésima calidad. A los pocos días se han partido los marcos en ambas gafas.,Malísima calidad,es,apparel
66835,es_0557673,product_es_0158218,reviewer_es_0994551,2,"La tela esta como electrificada, se te pega al cuerpo y queda bastante raro, la devolví porque no era como esperaba",La tela se pega demasiado,es,apparel
48706,es_0144816,product_es_0732132,reviewer_es_0960539,2,"Está muy bien hecho y parece fuerte y resistente, pero pedí una copa B y me queda muy muy pequeño, lo voy a regalar, no lo cambio porque creo que ni una copa más grande me estaría bien.",Muy pequeño,es,apparel
170597,es_0495400,product_es_0014991,reviewer_es_0321094,5,"Muy ultil, buen material y cómodos",Correa gafas neopreno,es,apparel
73147,es_0265974,product_es_0630919,reviewer_es_0739412,2,"Los guantes son muy calentitos pero lo táctil no funciona adecuadamente. Rara vez hace su función. La parte anti deslizante funciona más o menos bien con fundas de silicona o material que se pueda adherir bien, sino no funciona. El tamaño de los guantes se suele corresponder con una talla M/L, no son muy muy grandes.",Guantes NO táctiles,es,apparel
181809,es_0104238,product_es_0310484,reviewer_es_0586369,5,"Los calcetines son muy comodos, son de entretiempo ( primavera - verano ), lo que si se nota y mucho es que al primer lavado se han encogido bastante, no he notado perdida de comodidad al volver a ponermelos, pero a simple vista pierden una tercera parte de su tamaño.",COMODOS,es,apparel
154009,es_0665695,product_es_0516630,reviewer_es_0662615,4,"Son calcetines muy cómodos, suaves, la unica pega que tengo es que al lavarlos van perdiendo tela, pero como todas las ropas, van perdiendo calidad a medida en que la lavas, pero funcionan de maravilla ya que tienen malla.",Muy buenos,es,apparel
130082,es_0133998,product_es_0391276,reviewer_es_0598086,4,"Muy buenas , se nota muchísimo mo polarizado",Perfecta,es,apparel
121535,es_0069144,product_es_0833097,reviewer_es_0096487,4,"Buenos colores, y también muy cómodos, si acaso un poco más pequeños que lo que esperas de una talla M.",Quedan muy bien,es,apparel
110279,es_0471908,product_es_0921383,reviewer_es_0137564,3,Las tallas no son europeas. Calidad precio bien.,Buen precio,es,apparel
195905,es_0048041,product_es_0487413,reviewer_es_0787218,5,No llegó aún y no han devuelto el dinero,No ha llegado y no han devuelto el dinero,es,apparel
186175,es_0529165,product_es_0393989,reviewer_es_0389058,5,Tal cual viene en descripción. Queda ajustado. Llegó antes de lo previsto,Vestido simple pero elegante. Entrega muy rápida,es,apparel
99284,es_0150731,product_es_0021457,reviewer_es_0251201,3,"En foto sale con capucha, en realidad no tiene",Albornoz,es,apparel
64302,es_0126328,product_es_0073977,reviewer_es_0637549,2,esta bien de talla y de dibujo pero se transparenta,se transparenta,es,apparel
152221,es_0919909,product_es_0157808,reviewer_es_0627232,4,Rompo cuellos en la piscina,Rompo cuellos en la piscina,es,apparel
94564,es_0062799,product_es_0444990,reviewer_es_0957625,3,"Prefiero grande que no pequeño. Las medidas no son como están escritas pero aún así, me lo pongo",Original,es,apparel
19559,es_0028086,product_es_0655122,reviewer_es_0256336,1,Todavía no me ha llegado. Y pone que está entregado.,No me ha llegado,es,apparel
158957,es_0575996,product_es_0902215,reviewer_es_0705802,4,No hay ninguna pega la verdad las gafas que esperaba en el precio y el tiempo que esperaba. encantada gracias,Genial,es,apparel
170537,es_0304625,product_es_0476764,reviewer_es_0348891,5,Igual que en la descripción,*,es,apparel
59756,es_0095085,product_es_0033756,reviewer_es_0475361,2,"Los necesitaba para que mi hijo realizara unos trabajos de manualidades en el colegio, y cumplieron con su función, pero como pañuelos de uso normal no los recomiendo, ya que son muy finos y la calidad no es demasiado buena. Además algunos de ellos llegaron rotos. Por otra parte tuve problemas con su entrega. No recomiendo este producto a no ser que lo quieras para algo puntual y para un uso muy distinto al que realmente van destinados.",Mala calidad si los necesitas como pañuelos de uso normal,es,apparel
177436,es_0759082,product_es_0880661,reviewer_es_0839362,5,"Buena calidad, algo entallada.",Buen producto,es,apparel
98627,es_0638881,product_es_0305271,reviewer_es_0403185,3,Pagas de más por la marca. Algodon que pronto se da de si. El blanco enseguida se pone gris.,No es la calidad que esperaba.,es,apparel
161380,es_0943161,product_es_0970478,reviewer_es_0007716,5,Todo perfecto. Me encanta esta marca de ropa. La camiseta me queda bien de talla. Recomendado. Estás ofertas no se pueden dejar escapar.,Ropa de buena calidad,es,apparel
111823,es_0424345,product_es_0961673,reviewer_es_0863774,3,La tela es un poco fina. Pero relación calidad precio es buena,Es un diseño bonito.,es,apparel
37953,es_0387170,product_es_0025493,reviewer_es_0440891,1,No me gustó! Huele muy fuerte y no se va el olor,No me gusto,es,apparel
19059,es_0891599,product_es_0106153,reviewer_es_0620216,1,No es el mismo de la foto es una gorra. El nombres está bien.,Foto equivocado.,es,apparel
87539,es_0303186,product_es_0238212,reviewer_es_0673902,3,"Muy chula, pero un poco pequeña, pero me la cambiaron, muy atentos todos. Los vendedores.",Muy bonita,es,apparel
124563,es_0021700,product_es_0295164,reviewer_es_0961419,4,"Algo chico el plug y si se lubrica bien, cuesta que no se salga. Aún así, cómodo para jugar y por un precio muy razonable.",Muy bien,es,apparel
181683,es_0581590,product_es_0588153,reviewer_es_0473623,5,"buena visión con ellas , rigidas , ya he comprado dos de la misma marca.",gafas de sol,es,apparel
71549,es_0815504,product_es_0157502,reviewer_es_0069975,2,"El material es bueno, al momento de la publicación en el precio del envío y manipulación es muy costoso no lo aclaran como debe ser.",Body,es,apparel
195633,es_0208623,product_es_0999623,reviewer_es_0017179,5,"Ideal para ir a la playa o a la piscina, tela translucida, y de facil secado.. Al llevar flequillos queda tipo vestido... Y se puede poner caido al hombro tambien.. Yo estoy muy contenta, no me a disgustado nada.",Vestido piscina/playa,es,apparel
129051,es_0053200,product_es_0310573,reviewer_es_0259607,4,Buena calidad y buen tacto,Muy divertidos,es,apparel
117019,es_0820262,product_es_0877613,reviewer_es_0407155,3,Quizas el color no se ajusta del todo a la realidad.,Color,es,apparel
119964,es_0497113,product_es_0981904,reviewer_es_0905571,3,"Algo pequeño pero bien por el pecio, aceptable",Aceptable,es,apparel
17620,es_0122085,product_es_0265191,reviewer_es_0194195,1,He recibido CAJA Vacia. Solo con prospecto. Un folio y un prospecto para que aprenda a enrollarlo. Lo peor es que no se donde reclamar.,Caja sin sombrero,es,apparel
72361,es_0931825,product_es_0245639,reviewer_es_0677288,2,Es muy bonito y de talla perfezto pero en la primera puesta la cremallera se rompio no dura nada lo tube q llebar a arreglar,No es de buena calidad,es,apparel
144318,es_0469910,product_es_0716730,reviewer_es_0949959,4,la prenda es comoda y de calidad. Pedí una L y viene un poco grande. Mido 1.80 y peso 84 kg. complexión normal.,buen articulo pero queda un poco grande,es,apparel
142544,es_0464270,product_es_0459393,reviewer_es_0913131,4,"Tengo una 95 F , cogi una L , y me queda algo grande , cierto es que no sujeta nada si piensas que te vas a ir a correr con ellos , pero yo lo queria para dormir, para que la piel de debajo del pecho no se me irritara , y para eso me sirve, por lo que me parace correcta al compra y el precio . Comentar que el producto llego con 2 dias de retraso no se muy bien porque.",Me vale para lo que quiero,es,apparel
107523,es_0533612,product_es_0630560,reviewer_es_0686960,3,"De tamaño son bastante justos para una cabeza adulta de tamaño mediano , en cuanto a variedad de colores bien , la calidad regular son de plástico no muy duro aún no los he probado para los invitados ... Espero que duren .vinieron sin problemas , a punto y perfectos",Regulín regulan,es,apparel
44712,es_0638630,product_es_0930064,reviewer_es_0883478,2,"Bonitos y cómodos pero de baja calidad. Tiene detalles que no están bien acabados, por el precio q tienen deberían estar mejor",Cómodos,es,apparel
109487,es_0161590,product_es_0046371,reviewer_es_0046423,3,El body muy bien pero pone body con pantalon corto y yo no he recibido ningun pantalon solo he recibido el body,Body,es,apparel
74242,es_0016461,product_es_0248580,reviewer_es_0254149,2,"Son súper estrechos, no ceden mucho, es para pies pequeños y delgados, son caros para la calidad del producto. El diseño sí está bien.",MUY PEQUEÑOS,es,apparel
176397,es_0156761,product_es_0313324,reviewer_es_0147103,5,"Bien justo lo que me esperaba, igual que la imagen",Igual que la imagen,es,apparel
89411,es_0386965,product_es_0395133,reviewer_es_0758478,3,"El aparato es muy normal, pero sirve para su propósito. Para personas más altas de 175cm se queda pequeño, además, cada vez que da una vuelta los pedales suena un clack muy molesto. Llevo usándolo dos semanas y por ahora dura. Mido 190cm y he tenido que sacar el asiento lo máximo, hacer un agujero nuevo y dejarlo fijo con un tornillo, y aún así, no estiro la pierna entera. También, lo que indica el cuadro no es correcto, menos el tiempo que llevas.",No es gran cosa,es,apparel
79340,es_0726674,product_es_0774322,reviewer_es_0015072,2,"Pañuelos muy finos y de mala calidad,para usarlos en un dia de campo, playa o una fiesta con amigos te sacan del apuro pero poco más.Hay mejores pañuelos por ese precio,aunque no en cantidad.",Mucha cantidad pero mala calidad.,es,apparel
176939,es_0303973,product_es_0771917,reviewer_es_0036588,5,tiene ballenas a los lados y eso moldea perfectamente. es pequeña y queda ajustada . buena compra. recomendable total mente,bien,es,apparel
124847,es_0205131,product_es_0438835,reviewer_es_0347309,4,Lo mejor: antideslizantes y cómodos. Buen precio. Varios colores en el pack. Recomendados para yoga o gimansio. Lo peor: nada en concreto.,Para yoga o el gimnasio,es,apparel
187752,es_0160751,product_es_0406214,reviewer_es_0194930,5,Buen producto y muy recomendable. LLevo utilizándolos 1 mes y son muy cómodos y calentitos sobre todo en estas fechas de tanto frío,Producto recomendable,es,apparel
156787,es_0446321,product_es_0577924,reviewer_es_0228988,4,Su presentación pero su tamaño es algo enorme pero tiene que ser así si quieres que cubra tus gafas.,Protectoras 360,es,apparel
129898,es_0044779,product_es_0931046,reviewer_es_0778928,4,"Se ajusta a la descripción y no tengo ninguna queja, solo queda algo justo de talla. Llegada en plazo y en perfectas condiciones.",Contenta,es,apparel
52424,es_0711331,product_es_0381673,reviewer_es_0272599,2,"El tamaño de los guantes no se corresponde con la talla que venden. Compré una L y los que he recibido son más pequeños, aunque en la etiqueta ponga una L. Comprobé la tabla de tallas para asegurarme de no haber tomado mal las medidas, y efectivamente los guantes no tienen el tamaño que deberían.",Tamaño incorrecto,es,apparel
83203,es_0616890,product_es_0197234,reviewer_es_0103054,3,"Son bonitos pero no se ven de calidad, tienen el tejido rugoso y nada agradable pero para lo que han costado estoy satisfecha",Bien pero poca calidad,es,apparel
194212,es_0463013,product_es_0931360,reviewer_es_0857108,5,"Perfecto para invierno, super calientito y la calidad muy muy buena, nos ha gustado mucho y volveriamos a comprarlo p",perfecto,es,apparel
74709,es_0480942,product_es_0244593,reviewer_es_0921873,2,"Si buscas una corbata estrecha, es lo que buscas.",Corbata estrecha,es,apparel
98597,es_0234031,product_es_0098994,reviewer_es_0665368,3,Calidad suficiente para el precio,Envío rápido,es,apparel
52661,es_0694720,product_es_0399444,reviewer_es_0363071,2,"La rapidez en la entrega perfecto,pero el tallaje muy pequeño de hecho lo devolvi",Talla,es,apparel
182920,es_0612924,product_es_0845120,reviewer_es_0479950,5,Quedaron perfectas.no hay ni un pero,Perfectas,es,apparel
62002,es_0076132,product_es_0777707,reviewer_es_0055637,2,son muy sencillos pero pra el dia dia no esta mal.,muy sencillos,es,apparel
78544,es_0662809,product_es_0097206,reviewer_es_0655651,2,"La calidad del tejido es aceptable, y la de el estampado tambien. Mi unica pega es que el estampado no vino bien centrado en la camiseta.",Mejorable,es,apparel
109760,es_0102964,product_es_0320240,reviewer_es_0022233,3,"Es un poco grande y queda bastante holgada, para mi gusto demasiado",No me gustó demasiado,es,apparel
170414,es_0730692,product_es_0017353,reviewer_es_0564627,5,Calidad y precio nonse puede pedir mas. . . . . . . .. . .. . . . . . . . . . .,Perfecto,es,apparel
